Candidate Organization Link,Industry,Industry Group Description,Industry Group Wiki Page,duplicate
http://www.scrap.org,Industry,"The Institute of Scrap Recycling Industries (ISRI) is a United States-based private, non-profit trade association representing more than 1,600 private and public for-profit companies – ranging from small, family-owned businesses to multi-national corporations—operating at more than 6,000 facilities in the United States and 30 countries worldwide. Its membership is made up of manufacturers and processors, brokers and industrial consumers of scrap commodities, including ferrous and nonferrous metals, paper, electronics, rubber, plastics, glass and textiles. ISRI's associate members include equipment and service providers to the scrap recycling industry. Manufacturers and sellers of equipment and services—such as shredders, balers, cranes, cargo transporters, computer systems and more—also promote the scrap recycling industry through their membership in ISRI.
",https://en.wikipedia.org/wiki/Institute_of_Scrap_Recycling_Industries,False
http://www.isri.org,Industry,"The Institute of Scrap Recycling Industries (ISRI) is a United States-based private, non-profit trade association representing more than 1,600 private and public for-profit companies – ranging from small, family-owned businesses to multi-national corporations—operating at more than 6,000 facilities in the United States and 30 countries worldwide. Its membership is made up of manufacturers and processors, brokers and industrial consumers of scrap commodities, including ferrous and nonferrous metals, paper, electronics, rubber, plastics, glass and textiles. ISRI's associate members include equipment and service providers to the scrap recycling industry. Manufacturers and sellers of equipment and services—such as shredders, balers, cranes, cargo transporters, computer systems and more—also promote the scrap recycling industry through their membership in ISRI.
",https://en.wikipedia.org/wiki/Institute_of_Scrap_Recycling_Industries,False
http://www.iapd.org,Industry,"The International Association of Plastics Distributors (or IAPD), founded in 1956, is a trade association representing plastics distributors and manufacturers of engineering materials and semi-finished stock shapes, such as sheet, rod, tube, film, resin, pipe, valves and fittings. Such materials are used in construction, marine, automotive, medical and other industrial applications. The association consists of about 400 member companies, with almost 2,000 locations throughout the world.",https://en.wikipedia.org/wiki/International_Association_of_Plastics_Distributors,False
http://www.iarw.org,Industry,"The International Association of Refrigerated Warehouses (IARW) came into existence in 1891 when a number of conventional warehouse men took on the demands of storing perishable food and soon realized the increased challenge and complexity of operating temperature controlled storage facilities.[citation needed] 
IARW's goals and activities have broadened considerably over the years. Today, in addition to collecting information and encouraging the exchange of ideas, the association aggressively promotes more efficient distribution services, aids members in adopting new technology, advises members of legislation and regulations affecting the food industry, assists members in complying with U.S. and international regulations, and participates in alliances with industry and international organizations having a common interest in the safe and efficient flow of food products around the world. All active members of IARW are also members and beneficiaries of the work of The World Food Logistics Organization(WFLO).
",https://en.wikipedia.org/wiki/International_Association_of_Refrigerated_Warehouses,False
http://www.icmm.com,Industry,The International Council on Mining and Metals (ICMM) was founded in 2001 to improve sustainable development performance in the mining and metals industry.,https://en.wikipedia.org/wiki/International_Council_on_Mining_and_Metals,False
http://shapingsustainablemarkets.iied.org,Industry,The International Council on Mining and Metals (ICMM) was founded in 2001 to improve sustainable development performance in the mining and metals industry.,https://en.wikipedia.org/wiki/International_Council_on_Mining_and_Metals,False
http://www.goodpracticemining.org,Industry,The International Council on Mining and Metals (ICMM) was founded in 2001 to improve sustainable development performance in the mining and metals industry.,https://en.wikipedia.org/wiki/International_Council_on_Mining_and_Metals,False
http://www.housewares.org,Industry,"The International Housewares Association (IHA) is a not-for-profit, full-service trade organization that has been promoting the sales and marketing of housewares since 1938. The association has more than 1,600 member companies from more than 40 countries.[1]  IHA is well known for its annual International Home + Housewares Show that is held in March at McCormick Place[2] in Chicago.[3] Member services include industry and government advocacy, export assistance, state of the industry reports, a quarterly newsletter with POS and consumer panel data, executive management peer groups and group discounts for business solution services.[clarification needed] In addition, the association also offers educational support to the Housewares Design Awards to help promote the importance of design in the housewares industry.[4]
",https://en.wikipedia.org/wiki/International_Housewares_Association,False
http://www.i3a.org,Industry,The International Imaging Industry Association (I3A) was created by a merger of the Photographic and Imaging Manufacturers Association (PIMA) and the Digital Imaging Group in 2001. It was a common forum for the industrial imaging industry.,https://en.wikipedia.org/wiki/International_Imaging_Industry_Association,False
http://www.jpma.org,Industry,"The Juvenile Products Manufacturers Association, Inc. (JPMA) is a national trade organization that represents the juvenile industry defined as from prenatal to preschool. JPMA represents companies in the United States, Canada, and Mexico who manufacture, import and/or distribute infant products.",https://en.wikipedia.org/wiki/Juvenile_Products_Manufacturers_Association,False
http://www.astm.org,Industry,"The Juvenile Products Manufacturers Association, Inc. (JPMA) is a national trade organization that represents the juvenile industry defined as from prenatal to preschool. JPMA represents companies in the United States, Canada, and Mexico who manufacture, import and/or distribute infant products.",https://en.wikipedia.org/wiki/Juvenile_Products_Manufacturers_Association,False
http://mbma.com,Industry,"The Metal Building Manufacturers Association (MBMA) was founded in 1956 and promotes the design and construction of metal building systems in the low-rise, non-residential building marketplace. A non-profit trade organization, MBMA's headquarters is in Cleveland, Ohio.[1] The organization consists of building system members, who are certified according to standards which have been set by the International Accreditation Service of the International Code Council, and associate members, who work in the metal building industry. MBMA has a General Manager, and it has a Chairman and Board of Directors who are elected by members on an annual basis.
",https://en.wikipedia.org/wiki/Metal_Building_Manufacturers_Association,False
http://www.mii.org,Industry,"The Mineral Information Institute (MII) is an American educational institute dedicated to teaching schoolchildren about minerals and mining from the perspective of the mining industry. It sometimes influences the choice of textbooks.,[1] and it states that its web site and other resources are linked to or referenced by a number of textbook publishers.[2]",https://en.wikipedia.org/wiki/Mineral_Information_Institute,False
http://www.safeplumbing.org,Industry,"Plumbing Manufacturers International (PMI) is an industry association for manufacturers of plumbing products.[2][3] Its members make 90% of the plumbing products sold in North America.[4] Its headquarters is in Rolling Meadows, Illinois.[5]
",https://en.wikipedia.org/wiki/Plumbing_Manufacturers_International,False
http://www.pearl1.org,Industry,"The Professional Electrical Apparatus Reconditioning League or PEARL is an international professional organization and standards group based in Denver, Colorado.[1] PEARL is focused on developing ethical business practices and technical standards[2] related to inspecting, testing, and reconditioning circuit breakers, transformer, motor controls, switchgear, disconnect switches, protective relays, bus duct, motor starters and other electrical equipment and apparatus used in the electrical distribution systems of commercial, industrial, and utility facilities.
",https://en.wikipedia.org/wiki/Professional_Electrical_Apparatus_Recyclers_League,False
http://www.imagingusa.org,Industry,"Professional Photographers of America (PPA) is a worldwide trade association of professional photographers. As of 2016, PPA has more than 29,000 members in 64 countries worldwide.
",https://en.wikipedia.org/wiki/Professional_Photographers_of_America,False
http://www.ppa.com,Industry,"Professional Photographers of America (PPA) is a worldwide trade association of professional photographers. As of 2016, PPA has more than 29,000 members in 64 countries worldwide.
",https://en.wikipedia.org/wiki/Professional_Photographers_of_America,False
http://www.rfci.com,Industry,"The Resilient Floor Covering Institute (RFCI) is a U.S. industry trade group representing manufacturers of resilient flooring, primarily made of vinyl. It is headquartered in Rockville, Maryland.",https://en.wikipedia.org/wiki/Resilient_Floor_Covering_Institute,False
http://www.retail-leaders.org,Industry,"The Retail Industry Leaders Association (RILA) is an American trade association headquartered in Arlington, Virginia. RILA promotes consumer choice and economic freedom through public policy and industry operational excellence. Executives participate in RILA for its educational forums, its public policy advocacy, and its advancement of the industry.[1]",https://en.wikipedia.org/wiki/Retail_Industry_Leaders_Association,False
http://retailcheckout.org,Industry,"The Retail Industry Leaders Association (RILA) is an American trade association headquartered in Arlington, Virginia. RILA promotes consumer choice and economic freedom through public policy and industry operational excellence. Executives participate in RILA for its educational forums, its public policy advocacy, and its advancement of the industry.[1]",https://en.wikipedia.org/wiki/Retail_Industry_Leaders_Association,False
http://www.marketwatch.com,Industry,"The Retail Industry Leaders Association (RILA) is an American trade association headquartered in Arlington, Virginia. RILA promotes consumer choice and economic freedom through public policy and industry operational excellence. Executives participate in RILA for its educational forums, its public policy advocacy, and its advancement of the industry.[1]",https://en.wikipedia.org/wiki/Retail_Industry_Leaders_Association,False
http://www.socma.com,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",https://en.wikipedia.org/wiki/Society_of_Chemical_Manufacturers_and_Affiliates,False
http://www.chemstewards.com,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",https://en.wikipedia.org/wiki/Society_of_Chemical_Manufacturers_and_Affiliates,False
http://www.specialtymanufacturing.org,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",https://en.wikipedia.org/wiki/Society_of_Chemical_Manufacturers_and_Affiliates,False
http://www.chemalliance.org,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",https://en.wikipedia.org/wiki/Society_of_Chemical_Manufacturers_and_Affiliates,False
http://www.actgov.org,"IT, communications and electronics",The American Council for Technology (ACT) and Industry Advisory Council (IAC) is a non-profit public-private partnership dedicated to improving government through the application of information technology. ACT-IAC provides a forum where government and industry exchange information and collaborate on technology issues in the public sector.[1],https://en.wikipedia.org/wiki/American_Council_for_Technology_and_Industry_Advisory_Council,False
https://curlie.org,"IT, communications and electronics","The Computing Technology Industry Association (CompTIA), a non-profit trade association, issuing professional certifications for the information technology (IT) industry. It is considered one of the IT industry's top trade associations.[2] Based in Downers Grove, Illinois, CompTIA issues vendor-neutral professional certification in over 120 countries. The organization releases over 50 industry studies annually to track industry trends and changes. Over 2.2 million people have earned CompTIA certifications since the association was established.[1]
",https://en.wikipedia.org/wiki/CompTIA,False
https://www.comptia.org,"IT, communications and electronics","The Computing Technology Industry Association (CompTIA), a non-profit trade association, issuing professional certifications for the information technology (IT) industry. It is considered one of the IT industry's top trade associations.[2] Based in Downers Grove, Illinois, CompTIA issues vendor-neutral professional certification in over 120 countries. The organization releases over 50 industry studies annually to track industry trends and changes. Over 2.2 million people have earned CompTIA certifications since the association was established.[1]
",https://en.wikipedia.org/wiki/CompTIA,False
http://www.accesswireless.org,"IT, communications and electronics","CTIA is a trade association representing the wireless communications industry in the United States. The association was established in 1984 and is headquartered in Washington, D.C. It is a 501(c)(6)[1] nonprofit membership organization,[2][3][4] and represents wireless carriers and suppliers, and manufacturers and providers of wireless products and services.[5][6]
",https://en.wikipedia.org/wiki/CTIA_(organization),False
http://www.ctia.org,"IT, communications and electronics","CTIA is a trade association representing the wireless communications industry in the United States. The association was established in 1984 and is headquartered in Washington, D.C. It is a 501(c)(6)[1] nonprofit membership organization,[2][3][4] and represents wireless carriers and suppliers, and manufacturers and providers of wireless products and services.[5][6]
",https://en.wikipedia.org/wiki/CTIA_(organization),False
http://www.jedec.org,"IT, communications and electronics","The Electronic Industries Alliance (EIA; until 1997 Electronic Industries Association) was a standards and trade organization composed as an alliance of trade associations for electronics manufacturers in the United States. They developed standards to ensure the equipment of different manufacturers was compatible and interchangeable. The EIA ceased operations on February 11, 2011, but the former sectors continue to serve the constituencies of EIA.[1]
",https://en.wikipedia.org/wiki/Electronic_Industries_Alliance,False
http://www.fispa.org,"IT, communications and electronics",The Federation of Internet Solution Providers of the Americas (FISPA) is an association of Internet service providers.,https://en.wikipedia.org/wiki/Federation_of_Internet_Solution_Providers_of_the_Americas,False
http://www.iwanet.org,"IT, communications and electronics","International Webmasters Association (IWA), a non-profit professional association for web professionals, provides training courses and certification.",https://en.wikipedia.org/wiki/International_Webmasters_Association,False
http://groups.google.com,"IT, communications and electronics","The Open Mashup Alliance (OMA) is a non-profit consortium that promotes the adoption of mashup solutions in the enterprise through the evolution of enterprise mashup standards like  EMML.[1]  Enterprise mashup usage is expected to grow tenfold in the next five years.[when?][2] The initial members of the OMA include some large technology companies such as Adobe Systems, Hewlett-Packard, and Intel, and some major technology users such as Bank of America and Capgemini.
",https://en.wikipedia.org/wiki/Open_Mashup_Alliance,False
http://www.programmersguild.org,"IT, communications and electronics","The Programmers Guild is an American non-profit corporation that advocates against corporate outsourcing, the H1-B visa program and related topics. The Guild was founded in 1998 by John Miano, a New Jersey programmer. The current president is Mr. Kim Berry, a Sacramento tech worker with a degree in Computer Science from CSU Sacramento. As of  August 1999[update], the Programmers Guild had 400 members.[1] The Programmers Guild is incorporated as a 501(c)4 non-profit corporation in New Jersey.
",https://en.wikipedia.org/wiki/Programmers_Guild,False
http://www.uscis.gov,"IT, communications and electronics","The Programmers Guild is an American non-profit corporation that advocates against corporate outsourcing, the H1-B visa program and related topics. The Guild was founded in 1998 by John Miano, a New Jersey programmer. The current president is Mr. Kim Berry, a Sacramento tech worker with a degree in Computer Science from CSU Sacramento. As of  August 1999[update], the Programmers Guild had 400 members.[1] The Programmers Guild is incorporated as a 501(c)4 non-profit corporation in New Jersey.
",https://en.wikipedia.org/wiki/Programmers_Guild,False
http://www.sbca.com,"IT, communications and electronics","The Satellite Broadcasting and Communications Association (SBCA) is the national trade organization representing the consumer satellite (direct broadcast satellite) industry in the United States, including the two largest service providers, DirecTV and DISH Network, manufacturers, installers, and distributors of satellite equipment.[1]",https://en.wikipedia.org/wiki/Satellite_Broadcasting_and_Communications_Association,False
http://www.sdcard.org,"IT, communications and electronics","The SD Association (SDA) is a non-profit organization that sets memory card standards intended to simplify the use and optimize the performance of consumer electronics that people use in every country. Panasonic Corporation, SanDisk LLC and Toshiba Corporation formed the SD Association in January 2000.[1] Today, the SDA has approximately 1,000 member companies involved in the design and development of SD standards. Thousands of device models and hundreds of products across dozens of product categories integrate the small, removable memory cards.[2]
",https://en.wikipedia.org/wiki/SD_Association,False
http://www.snia.org,"IT, communications and electronics","The Storage Networking Industry Association (SNIA) is an association of producers and consumers of computer data storage networking products. It is a registered 501(c)(6) non-profit trade association incorporated in December 1997.[1] Its members are dedicated to ""ensuring that storage networks become complete and trusted solutions across the IT community"".",https://en.wikipedia.org/wiki/Storage_Networking_Industry_Association,False
http://www.trustedcomputinggroup.org,"IT, communications and electronics","The Trusted Computing Group is a group formed by AMD, Hewlett-Packard, IBM, Intel and Microsoft to implement Trusted Computing concepts across personal computers. The Trusted Computing Group was announced in 2003 as the successor to the Trusted Computing Platform Alliance which was previously formed in 1999.[3] Many other companies have since joined the Trusted Computing Group, including Wave Systems Corp,[4] Digital Management, Inc.,[5] Cisco, Lenovo, Infineon, Juniper Networks and Fujitsu.
",https://en.wikipedia.org/wiki/Trusted_Computing_Group,False
http://www.amptp.org,Media,"The Alliance of Motion Picture and Television Producers (AMPTP) is a trade association based in Sherman Oaks, California that represents over 350 American television and film production companies in collective bargaining negotiations with entertainment industry trade unions that include, among others, SAG-AFTRA, the Directors Guild of America, the Writers Guild of America, West, the Writers Guild of America, East, the American Federation of Musicians, and the International Alliance of Theatrical Stage Employees.
",https://en.wikipedia.org/wiki/Alliance_of_Motion_Picture_and_Television_Producers,False
http://catalog.oscars.org,Media,"The Alliance of Motion Picture and Television Producers (AMPTP) is a trade association based in Sherman Oaks, California that represents over 350 American television and film production companies in collective bargaining negotiations with entertainment industry trade unions that include, among others, SAG-AFTRA, the Directors Guild of America, the Writers Guild of America, West, the Writers Guild of America, East, the American Federation of Musicians, and the International Alliance of Theatrical Stage Employees.
",https://en.wikipedia.org/wiki/Alliance_of_Motion_Picture_and_Television_Producers,False
http://a2im.org,Media,"The American Association of Independent Music (A2IM) is a trade association that represents independent record labels in the United States.[1] A2IM is headquartered in New York City. There are also chapters of A2IM located in Nashville, Chicago, Northern California, Southern California, and the Pacific Northwest.",https://en.wikipedia.org/wiki/American_Association_of_Independent_Music,False
http://www.indiebound.org,Media,"The American Booksellers Association (ABA) is a non-profit trade association founded in 1900 that promotes independent bookstores in the United States. ABA’s core members are key participants in their communities' local economy and culture, and to assist them ABA creates relevant programs; provides education, information, business products, and services; and engages in public policy and industry advocacy. The Association actively supports and defends free speech and the First Amendment rights of all Americans through the American Booksellers Foundation for Free Expression. A volunteer board of 10 booksellers governs the Association. ABA is headquartered in White Plains, NY.[1]",https://en.wikipedia.org/wiki/American_Booksellers_Association,False
http://www.wnyc.org,Media,"The American Booksellers Association (ABA) is a non-profit trade association founded in 1900 that promotes independent bookstores in the United States. ABA’s core members are key participants in their communities' local economy and culture, and to assist them ABA creates relevant programs; provides education, information, business products, and services; and engages in public policy and industry advocacy. The Association actively supports and defends free speech and the First Amendment rights of all Americans through the American Booksellers Foundation for Free Expression. A volunteer board of 10 booksellers governs the Association. ABA is headquartered in White Plains, NY.[1]",https://en.wikipedia.org/wiki/American_Booksellers_Association,False
http://www.bookweb.org,Media,"The American Booksellers Association (ABA) is a non-profit trade association founded in 1900 that promotes independent bookstores in the United States. ABA’s core members are key participants in their communities' local economy and culture, and to assist them ABA creates relevant programs; provides education, information, business products, and services; and engages in public policy and industry advocacy. The Association actively supports and defends free speech and the First Amendment rights of all Americans through the American Booksellers Foundation for Free Expression. A volunteer board of 10 booksellers governs the Association. ABA is headquartered in White Plains, NY.[1]",https://en.wikipedia.org/wiki/American_Booksellers_Association,False
http://www.oac.cdlib.org,Media,"American Publishers Association (APA) was created in 1901 to maintain the price of copyright books in the American market.
",https://en.wikipedia.org/wiki/American_Publishers_Association,False
http://www.magazine.org,Media,The American Society of Magazine Editors (ASME) is an industry trade group for magazine journalists and editors of magazines published in the United States. ASME includes the editorial leaders of most major consumer magazine in print and digital extensions. The group advocates on behalf of member organizations with respect to First Amendment issues and serves as a networking hub for editors and other industry employees.[1],https://en.wikipedia.org/wiki/American_Society_of_Magazine_Editors,False
http://www.aib.org.uk,Media,"The Association for International Broadcasting - AIB - is the not-for-profit, non-governmental trade association that represents and supports international television and radio broadcasters and online broadcasters.
",https://en.wikipedia.org/wiki/Association_for_International_Broadcasting,False
http://theaibs.tv,Media,"The Association for International Broadcasting - AIB - is the not-for-profit, non-governmental trade association that represents and supports international television and radio broadcasters and online broadcasters.
",https://en.wikipedia.org/wiki/Association_for_International_Broadcasting,False
http://www.publishers.org,Media,"The Association of American Publishers (AAP) is the national trade association of the American book publishing industry. AAP has more than 300 members, including most of the major commercial publishers in the United States, as well as smaller and non-profit publishers, university presses and scholarly societies. Former U.S. congresswoman Patricia Schroeder served as the association's CEO from 1997 until 2009, taking over the role from two time U.S. Ambassador and Assistant Secretary of State Nicholas A. Veliotes. On May 1, 2009, former U.S. congressman Tom Allen took over as president and CEO.",https://en.wikipedia.org/wiki/Association_of_American_Publishers,False
http://www.cbcbooks.org,Media,"The Association of Booksellers for Children (ABC) is an American non-profit trade association whose mission is to support the business of independent children's bookselling and the creation of quality children's books. 
",https://en.wikipedia.org/wiki/Association_of_Booksellers_for_Children,False
http://www.alpsp.org,Media,"The Association of Learned and Professional Society Publishers (ALPSP) is an international trade association of non-profit publishers[1] created in 1972.[2] It is the largest association of scholarly and professional publishers in the world,[1] claiming more than 330 members in 40 countries.[2] It was granted in 2004 the International Information Industry Award.[3] The Association monitors issues and identifies priorities for activity through the work of various committees: Government affairs, Copyright, Professional Development, Training, and the North America Steering Group.[4]
",https://en.wikipedia.org/wiki/Association_of_Learned_and_Professional_Society_Publishers,False
http://bisg.org,Media,"The Book Industry Study Group, Inc. (BISG) is a U.S. trade association for policy, technical standards and research related to books and similar products. The mission of BISG is to simplify logistics for publishers, manufacturers, suppliers, wholesalers, retailers, librarians and others engaged in the business of print and electronic media.",https://en.wikipedia.org/wiki/Book_Industry_Study_Group,False
http://www.dtvnow.org,Media,"The Community Broadcasters Association (CBA) was a trade organization representing low-power broadcasting interests, including LPTV and Class A television stations, in the United States of America. It ceased operations in 2009.[1]",https://en.wikipedia.org/wiki/Community_Broadcasters_Association,False
http://www.evangelicalpress.com,Media,"The Evangelical Press Association is a professional association serving the Christian periodical publishing industry, including magazines, newspapers, newsletters, and content-rich websites. Its members produce some 200 periodical titles with a combined circulation of over 15 million.[1] EPA is a religious and educational non-profit corporation under the laws of the state of California. It is managed by an executive director, who is responsible to a board of six directors. [2]
",https://en.wikipedia.org/wiki/Evangelical_Press_Association,False
http://ibpa-online.org,Media,"The Independent Book Publishers Association (IBPA) is a not-for-profit membership organization serving the independent publishing community through advocacy and education. With nearly 3,000 members, IBPA is the largest publishing trade association in the United States.[1] IBPA programs and publications include the Benjamin Franklin Awards,[2] Publishing University, [3] and the monthly Independent Magazine. IBPA was founded in 1983[2] as the Publishers Association of Southern California (PASCAL).[4] It later became the Publishers Marketing Association (PMA).[4] It adopted its present name in 2008.[2]",https://en.wikipedia.org/wiki/Independent_Book_Publishers_Association,False
http://ibpabenjaminfranklinawards.com,Media,"The Independent Book Publishers Association (IBPA) is a not-for-profit membership organization serving the independent publishing community through advocacy and education. With nearly 3,000 members, IBPA is the largest publishing trade association in the United States.[1] IBPA programs and publications include the Benjamin Franklin Awards,[2] Publishing University, [3] and the monthly Independent Magazine. IBPA was founded in 1983[2] as the Publishers Association of Southern California (PASCAL).[4] It later became the Publishers Marketing Association (PMA).[4] It adopted its present name in 2008.[2]",https://en.wikipedia.org/wiki/Independent_Book_Publishers_Association,False
http://www.ifta-online.org,Media,"The Independent Film & Television Alliance (IFTA) is the trade association that represents companies that finance, produce and license independent film and television programming worldwide. The association is headquartered in Los Angeles, but has a global membership and wide scope of services and advocacy. Its roster of 150 member companies in 23 countries include independent production and distribution companies, sales agents, television companies, studio-affiliated companies and financial institutions. IFTA members create more than 500 independent films and countless hours of TV programming each year generating a revenue of $4 billion annually.",https://en.wikipedia.org/wiki/Independent_Film_%26_Television_Alliance,False
http://www.inlandpress.org,Media,"The Inland Press Association is a not-for-profit organization based in Des Plaines, Illinois with more than 1,000 daily and weekly newspaper members in all 50 U.S. states as well as Canada and Bermuda.[citation needed] Inland is owned by its member newspapers and operated by a volunteer board with a small professional staff in Des Plaines. Inland describes its principal mission as providing services to the performance of its member newspapers and to promote the newspaper industry at large. 
",https://en.wikipedia.org/wiki/Inland_Press_Association,False
http://www.stm-assoc.org,Media,"The International Association of Scientific, Technical and Medical Publishers, known for short by the initials for the last part of its name, STM, is an international trade association organised and run for the benefit of scholarly, scientific, technical, medical and professional publishers. It was conceived as the STM Group at the Frankfurt Book Fair of 1969 following discussions at the 1968 meeting of the International Publishers Association. It obtained its current name and was registered in Amsterdam as a not for profit ""stichting""[clarification needed] in 1994. The association currently has two offices, located in the Hague and in Oxford. As of 2015 it had over 100 members[1] who publish over 60% of the annually published journals literature and tens of thousands of monographs and references works. Since 2006 its Chief Executive Officer has been Michael Mabe.
","https://en.wikipedia.org/wiki/International_Association_of_Scientific,_Technical,_and_Medical_Publishers",False
http://members.chello.nl,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,False
http://mppda.flinders.edu.au,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,False
http://www.filmsonsuper8.com,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,False
http://www.mpaa.org,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,False
http://www.glga.info,Media,"Printing Industries of America is a nonprofit trade association which advocates for the United States printing industry. 
",https://en.wikipedia.org/wiki/Printing_Industries_of_America,False
https://www.producersguild.org,Media,"The Producers Guild of America (PGA) is a trade association representing television producers, film producers and New Media producers in the United States.[1] The PGA's membership includes over 7,000 members of the producing establishment worldwide. Its co-presidents are Gary Lucchesi and Lori McCreary.[2] The PGA is overseen by a National Board of Directors. Vance Van Petten has served as the organization's National Executive Director since 2000.
",https://en.wikipedia.org/wiki/Producers_Guild_of_America,False
http://riaa.com,Media,"
",https://en.wikipedia.org/wiki/Recording_Industry_Association_of_America,False
http://www.sagindie.org,Media,"The Screen Actors Guild (SAG) was an American labor union which represented over 100,000 film and television principal and background performers worldwide. On March 30, 2012, the union leadership announced that the SAG membership voted to merge with the American Federation of Television and Radio Artists (AFTRA) to create SAG-AFTRA.[2]
",https://en.wikipedia.org/wiki/Screen_Actors_Guild,False
http://www.sag.org,Media,"The Screen Actors Guild (SAG) was an American labor union which represented over 100,000 film and television principal and background performers worldwide. On March 30, 2012, the union leadership announced that the SAG membership voted to merge with the American Federation of Television and Radio Artists (AFTRA) to create SAG-AFTRA.[2]
",https://en.wikipedia.org/wiki/Screen_Actors_Guild,False
http://newdeal.feri.org,Media,"The Screen Actors Guild (SAG) was an American labor union which represented over 100,000 film and television principal and background performers worldwide. On March 30, 2012, the union leadership announced that the SAG membership voted to merge with the American Federation of Television and Radio Artists (AFTRA) to create SAG-AFTRA.[2]
",https://en.wikipedia.org/wiki/Screen_Actors_Guild,False
http://www.aabb.org,"Medicine, medical devices, pharmaceuticals and environment","AABB (formerly known as the American Association of Blood Banks) is an international, not-for-profit association representing individuals and institutions involved in the fields of transfusion medicine and cellular therapies. The association works to improve health through the development and delivery of standards, accreditation and educational programs that focus on optimizing patient and donor care and safety. 
",https://en.wikipedia.org/wiki/AABB,False
http://www.advamed.org,"Medicine, medical devices, pharmaceuticals and environment","AdvaMed, or the Advanced Medical Technology Association, is an American medical device trade association, based in Washington, D.C. Its the largest medical device association in the world[1] with U.S. and international members who are medical technology companies (medical devices, diagnostic products, and health information systems) that collectively represents 80% of U.S. medical technology firms in the United States, that produce close to 90% of annual health care technology purchases in the United States and more than 40% globally.[citation needed]",https://en.wikipedia.org/wiki/AdvaMed,False
http://www.ahpa.org,"Medicine, medical devices, pharmaceuticals and environment","The American Herbal Products Association (AHPA) is a trade association for the herbal products industry, founded in 1982 and based in Silver Spring, Maryland. Members of AHPA are domestic and foreign companies doing business as growers, processors, manufacturers and marketers of herbs and herbal products. AHPA's membership also includes companies that provide expert services to the herbal trade, including analytical laboratories, insurance providers, non-profit associations, higher education institutions, law firms and more.",https://en.wikipedia.org/wiki/American_Herbal_Products_Association,False
