Candidate Organization Link,Industry,Industry Group Description,Candidate Organization Name,Contact Information
http://www.astm.org,Industry,"The Juvenile Products Manufacturers Association, Inc. (JPMA) is a national trade organization that represents the juvenile industry defined as from prenatal to preschool. JPMA represents companies in the United States, Canada, and Mexico who manufacture, import and/or distribute infant products.",ASTM International - Standards Worldwide,[]
http://www.pearl1.org,Industry,"The Professional Electrical Apparatus Reconditioning League or PEARL is an international professional organization and standards group based in Denver, Colorado.[1] PEARL is focused on developing ethical business practices and technical standards[2] related to inspecting, testing, and reconditioning circuit breakers, transformer, motor controls, switchgear, disconnect switches, protective relays, bus duct, motor starters and other electrical equipment and apparatus used in the electrical distribution systems of commercial, industrial, and utility facilities.
",Home,[pearl@pearl1.org]
http://www.ppa.com,Industry,"Professional Photographers of America (PPA) is a worldwide trade association of professional photographers. As of 2016, PPA has more than 29,000 members in 64 countries worldwide.
",Welcome to PPA | Professional Photographers of America,[csc@ppa.com]
http://www.socma.com,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",Society of Chemical Manufacturers and Affiliates (SOCMA),[]
http://www.chemstewards.com,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",ChemStewards®,[chemstewards@socma.com]
http://www.chemalliance.org,Industry,"SOCMA, the Society of Chemical Manufacturers and Affiliates, is an international trade association that represents the interests of the batch, custom and specialty chemical industry.  According to the organization’s charter, SOCMA's stated mission is to ""accelerat[e] the potential for members' growth,"" ""increase[e] public confidence in the batch, custom and specialty chemical industry,"" and ""influenc[e] the passage of rational laws and regulations.""[1]
",ChemAlliance.org,[]
http://www.actgov.org,"IT, communications and electronics",The American Council for Technology (ACT) and Industry Advisory Council (IAC) is a non-profit public-private partnership dedicated to improving government through the application of information technology. ACT-IAC provides a forum where government and industry exchange information and collaborate on technology issues in the public sector.[1],ACT-IAC | Advancing Government,[ACT-IAC@actiac.org]
https://www.comptia.org,"IT, communications and electronics","The Computing Technology Industry Association (CompTIA), a non-profit trade association, issuing professional certifications for the information technology (IT) industry. It is considered one of the IT industry's top trade associations.[2] Based in Downers Grove, Illinois, CompTIA issues vendor-neutral professional certification in over 120 countries. The organization releases over 50 industry studies annually to track industry trends and changes. Over 2.2 million people have earned CompTIA certifications since the association was established.[1]
",Information Technology (IT) Industry & Association | CompTIA,[]
http://www.iwanet.org,"IT, communications and electronics","International Webmasters Association (IWA), a non-profit professional association for web professionals, provides training courses and certification.",International Web Association,[amministrazione@iwa.it]
http://www.uscis.gov,"IT, communications and electronics","The Programmers Guild is an American non-profit corporation that advocates against corporate outsourcing, the H1-B visa program and related topics. The Guild was founded in 1998 by John Miano, a New Jersey programmer. The current president is Mr. Kim Berry, a Sacramento tech worker with a degree in Computer Science from CSU Sacramento. As of  August 1999[update], the Programmers Guild had 400 members.[1] The Programmers Guild is incorporated as a 501(c)4 non-profit corporation in New Jersey.
",Homepage | USCIS,[]
http://www.snia.org,"IT, communications and electronics","The Storage Networking Industry Association (SNIA) is an association of producers and consumers of computer data storage networking products. It is a registered 501(c)(6) non-profit trade association incorporated in December 1997.[1] Its members are dedicated to ""ensuring that storage networks become complete and trusted solutions across the IT community"".",SNIA | Advancing Storage and Information Technology,[nr@context]
http://www.trustedcomputinggroup.org,"IT, communications and electronics","The Trusted Computing Group is a group formed by AMD, Hewlett-Packard, IBM, Intel and Microsoft to implement Trusted Computing concepts across personal computers. The Trusted Computing Group was announced in 2003 as the successor to the Trusted Computing Platform Alliance which was previously formed in 1999.[3] Many other companies have since joined the Trusted Computing Group, including Wave Systems Corp,[4] Digital Management, Inc.,[5] Cisco, Lenovo, Infineon, Juniper Networks and Fujitsu.
",Welcome To Trusted Computing Group | Trusted Computing Group,[admin@trustedcomputinggroup.org]
http://www.bookweb.org,Media,"The American Booksellers Association (ABA) is a non-profit trade association founded in 1900 that promotes independent bookstores in the United States. ABA’s core members are key participants in their communities' local economy and culture, and to assist them ABA creates relevant programs; provides education, information, business products, and services; and engages in public policy and industry advocacy. The Association actively supports and defends free speech and the First Amendment rights of all Americans through the American Booksellers Foundation for Free Expression. A volunteer board of 10 booksellers governs the Association. ABA is headquartered in White Plains, NY.[1]",Welcome to American Booksellers Association | American Booksellers Association,[]
http://www.inlandpress.org,Media,"The Inland Press Association is a not-for-profit organization based in Des Plaines, Illinois with more than 1,000 daily and weekly newspaper members in all 50 U.S. states as well as Canada and Bermuda.[citation needed] Inland is owned by its member newspapers and operated by a volunteer board with a small professional staff in Des Plaines. Inland describes its principal mission as providing services to the performance of its member newspapers and to promote the newspaper industry at large. 
",Home | Inland Press Association,[inland@inlandpress.org?subj]
http://www.stm-assoc.org,Media,"The International Association of Scientific, Technical and Medical Publishers, known for short by the initials for the last part of its name, STM, is an international trade association organised and run for the benefit of scholarly, scientific, technical, medical and professional publishers. It was conceived as the STM Group at the Frankfurt Book Fair of 1969 following discussions at the 1968 meeting of the International Publishers Association. It obtained its current name and was registered in Amsterdam as a not for profit ""stichting""[clarification needed] in 1994. The association currently has two offices, located in the Hague and in Oxford. As of 2015 it had over 100 members[1] who publish over 60% of the annually published journals literature and tens of thousands of monographs and references works. Since 2006 its Chief Executive Officer has been Michael Mabe.
",International Association of STM Publishers,[]
http://www.aabb.org,"Medicine, medical devices, pharmaceuticals and environment","AABB (formerly known as the American Association of Blood Banks) is an international, not-for-profit association representing individuals and institutions involved in the fields of transfusion medicine and cellular therapies. The association works to improve health through the development and delivery of standards, accreditation and educational programs that focus on optimizing patient and donor care and safety. 
",Home,[pbm@aabb.org]
http://www.advamed.org,"Medicine, medical devices, pharmaceuticals and environment","AdvaMed, or the Advanced Medical Technology Association, is an American medical device trade association, based in Washington, D.C. Its the largest medical device association in the world[1] with U.S. and international members who are medical technology companies (medical devices, diagnostic products, and health information systems) that collectively represents 80% of U.S. medical technology firms in the United States, that produce close to 90% of annual health care technology purchases in the United States and more than 40% globally.[citation needed]",AdvaMed |,"[nr@context, username@example.com]"
http://www.aha.org,"Medicine, medical devices, pharmaceuticals and environment","The American Hospital Association (AHA) is a professional association that seeks to promote quality health care provision by hospitals and health care networks through public policy and providing information about health care and health administration to health care providers and the public. Founded in 1898 with offices in Chicago, Illinois and Washington, D.C., the AHA hosts a Resource Center with over 47,000 books on health care (some services fee based) and maintains a Health Planning and Administration (HEALTH) database that provides current information on health care unrelated to clinical treatment.[2][3] Membership includes close to 5,000 organizations and 37,000 individuals.[2]
",Home | AHA,"[AHAhelp@aha.org?Subj, nr@context, AHAhelp@aha.org]"
http://www.americanpetproducts.org,"Medicine, medical devices, pharmaceuticals and environment","The American Pet Products Association [1][2] (APPA) is a not-for-profit industry association founded in 1958 in Greenwich, Connecticut. The APPA represents more than 1000 pet product manufacturers, importers of pet products and suppliers of products for non-pet livestock as well. 
",Welcome to the American Pet Products Association (APPA),[username@example.com]
http://www.petsaddlife.org,"Medicine, medical devices, pharmaceuticals and environment","The American Pet Products Association [1][2] (APPA) is a not-for-profit industry association founded in 1958 in Greenwich, Connecticut. The APPA represents more than 1000 pet product manufacturers, importers of pet products and suppliers of products for non-pet livestock as well. 
",Home - Pets Add Life - Pets Add Life,[]
http://www.pharmacist.com,"Medicine, medical devices, pharmaceuticals and environment","The American Pharmacists Association (APhA, previously known as the American Pharmaceutical Association), founded in 1852, is the first-established professional society of pharmacists within the United States.[3] APhA is made up of more than 62,000 practicing pharmacists, pharmaceutical scientists, student pharmacists, pharmacy technicians, and others interested in advancing the profession. Through a House of Delegates that meets each year at the APhA Annual Meeting & Exposition, APhA provides a forum for discussion, consensus building, and policy setting for the profession of pharmacy. In fact, nearly all of pharmacy's specialty organizations trace their roots to APhA, having originally been a section or part of this broad foundation of pharmacy. The APhA Board of Trustees is responsible for broad direction setting of the Association. All members choose one of these three Academies when they join APhA:
",Home | American Pharmacists Association,[]
http://www.iswa.org,"Medicine, medical devices, pharmaceuticals and environment","The International Solid Waste Association (ISWA) is a non governmental, independent and non-profit association by statutes and follows the mission statement to promote and develop professional waste management worldwide as a contribution to sustainable development.
",ISWA: The International Solid Waste Association,[]
http://www.swana.org,"Medicine, medical devices, pharmaceuticals and environment","The International Solid Waste Association (ISWA) is a non governmental, independent and non-profit association by statutes and follows the mission statement to promote and develop professional waste management worldwide as a contribution to sustainable development.
",Solid Waste Association of North America (SWANA),"[Training@HQ.aspx, Training@Work.aspx]"
http://www.ciwm.co.uk,"Medicine, medical devices, pharmaceuticals and environment","The International Solid Waste Association (ISWA) is a non governmental, independent and non-profit association by statutes and follows the mission statement to promote and develop professional waste management worldwide as a contribution to sustainable development.
",Home,[]
http://landman.org,"Tobacco, alcohol, law, politics, gambling and firearms","The American Association of Professional Landmen (AAPL) is a professional organization in the United States that unites approximately 18,000 landmen and land-related persons in North America through professional development and service. AAPL's mission is to promote standards of performance for all land professionals, to advance their stature and to encourage sound stewardship of energy and mineral resources.[1]
",Home,[]
http://www.americanbar.org,"Tobacco, alcohol, law, politics, gambling and firearms","
",American Bar Association,[]
http://www.alta.org,"Tobacco, alcohol, law, politics, gambling and firearms","The American Land Title Association (ALTA), founded in 1907, is the national trade association representing nearly 5,500 title insurance companies, title and settlement agents, independent abstracters, title searchers and real estate attorneys.",ALTA - American Land Title Association,[service@alta.org]
http://www.cost.org,"Tobacco, alcohol, law, politics, gambling and firearms","The Council on State Taxation (COST) is a state tax organization representing business taxpayers, noted by one prominent tax policy expert[who?] as the “most influential nongovernmental organization in the state tax policy arena.”[attribution needed] COST is a non-profit trade association based in Washington, D.C. consisting of approximately 550 multistate corporations engaged in interstate and international business.[1]  COST was formed in 1969 as the ""Committee on State Taxation"" by a handful of companies under the sponsorship of the Council of State Chambers of Commerce, an organization with which COST remains associated.[1]  In 2000, the organization changed its name to ""Council on State Taxation"".[1]  COST’s objective is to preserve and promote equitable and nondiscriminatory state and local taxation of multijurisdictional business entities.[2]
",COST - Council On State Taxation,[]
http://www.crinfo.org,"Tobacco, alcohol, law, politics, gambling and firearms","The International Stability Operations Association (ISOA), formerly known as the International Peace Operations Association (IPOA), is a trade association founded in April 2001. IPOA was created to support the private military and disaster relief industries, and is based in Washington, D.C., United States.",BI / MBI Sections | Beyond Intractability,[]
http://www.aci.aero,Transport and logistics,"
",ACI World: The voice of the world's airports,"[aci@aci.aero, Airports@Work Conf]"
http://www.aapa-ports.org,Transport and logistics,"The American Association of Port Authorities (AAPA) is a trade association founded in 1912 that represents over 130 port authorities in the Western Hemisphere, including the United States, Canada, the Caribbean, and Latin America.
",American Association of Port Authorities,[info@aapa-ports.org]
http://www.promover.org,Transport and logistics,"The American Moving & Storage Association (AMSA) is the non-profit trade association representing members of the professional moving industry based primarily in the United States.  Its approximately 4,000 members consist of van lines, their agents, independent movers, forwarders, industry suppliers, and certain individuals and organizations (AMSA does not represent the self-storage industry). 
",AMSA Members – Moving.org,[Membership_Web@Moving.org]
http://www.apta.com,Transport and logistics,"
",American Public Transportation Association,[]
http://www.artba.org,Transport and logistics,"T. Peter Ruane (President & CEO)William Toohey (Executive Vice President & COO)David Zachry, (2016-2017 Chairman)
",American Road & Transportation Builders Association - The American Road & Transportation Builders Association (ARTBA),[]
http://www.aar.com,Transport and logistics,"The Association of American Railroads (AAR) is an industry trade group representing primarily the major freight railroads of North America (Canada, Mexico and the United States).[citation needed] Amtrak and some regional commuter railroads are also members. Smaller freight railroads are typically represented by the American Short Line and Regional Railroad Association (ASLRRA), although some smaller railroads and railroad holding companies are also members of the AAR. The AAR also has two associate member programs, and most associate members are suppliers to the railroad industry.
",Transportation Technology Center,[]
http://www.railserve.com,Transport and logistics,"The Association of American Railroads (AAR) is an industry trade group representing primarily the major freight railroads of North America (Canada, Mexico and the United States).[citation needed] Amtrak and some regional commuter railroads are also members. Smaller freight railroads are typically represented by the American Short Line and Regional Railroad Association (ASLRRA), although some smaller railroads and railroad holding companies are also members of the AAR. The AAR also has two associate member programs, and most associate members are suppliers to the railroad industry.
","RailServe.com Railroad Directory: Rail Travel, Hobby & Industry",[]
http://www.railinc.com,Transport and logistics,"The Association of American Railroads (AAR) is an industry trade group representing primarily the major freight railroads of North America (Canada, Mexico and the United States).[citation needed] Amtrak and some regional commuter railroads are also members. Smaller freight railroads are typically represented by the American Short Line and Regional Railroad Association (ASLRRA), although some smaller railroads and railroad holding companies are also members of the AAR. The AAR also has two associate member programs, and most associate members are suppliers to the railroad industry.
",Home - Railinc,[]
http://www.aiag.org,Transport and logistics,"The Automotive Industry Action Group (AIAG) is a not-for profit association founded in 1982 and based in Southfield, Michigan. It was originally created to develop recommendations and a framework for the improvement of quality in the North American automotive industry. The association's areas of interest have expanded to include product quality standards, bar code and RFID standards, materials management, EDI, returnable containers and packaging systems, and regulatory and customs issues.[1]",AIAG.org - Automotive Industry Action Group,[]
http://www.mxdubai.com,Transport and logistics,"The Motorcycle Industry Council, or MIC, is a not-for-profit, national trade association representing manufacturers and distributors of motorcycles, scooters, motorcycle/ATV parts and accessories and members of allied trades in the United States, located in Irvine, California. The MIC was incorporated in 1970, but the association has roots extending back to the early days of motorcycling when it existed under other names since 1914.[1]",Desert Motorbike Tours and Buggy Rental Dubai | mxDubai,[info@mxdubai.com]
http://www.nmfta.org,Transport and logistics,"The National Motor Freight Traffic Association (NMFTA) is a nonprofit membership organization headquartered in Alexandria, Virginia. Its members are motor carriers operating in interstate, intrastate and foreign commerce. The association was established in 1956.[1]
",National Motor Freight Traffic Association,[customerservice@nmfta.org]
http://www.rta.org,Transport and logistics,"The Railway Tie Association (RTA) is a trade association in the railroad and rail transit industry. The purpose of the RTA is to promote the economical and environmentally sound use of wood crossties[1] The RTA is involved in research into crosstie design and ongoing activities dealing with sound forest management, conservation of timber resources, timber processing, wood preservation, environmentally sound used tie disposal, and safety of industry workers.[2] The Association's mission statement is: ""Our mission since 1919 has been to ensure that the engineered wood crosstie system continues to evolve and improve in order to remain cost-effective and to meet the ever-changing requirements of track systems around the world.""[3]",Home,[]
http://www.sema.org,Transport and logistics,"
",SEMA |,[]
http://www.gab.org,Media,The Georgia Association of Broadcasters represents radio and television broadcasters across the U.S. state of Georgia. It is affiliated with the National Association of Broadcasters.,Georgia Association of Broadcasters,[]
http://www.kab.net,Media,"The Kansas Association of Broadcasters is a group supporting broadcasters in Kansas, United States, primarily through lobbying and coordination.
",Welcome to the Kansas Association of Broadcasters,[]
http://www.michmab.com,Media,"The Michigan Association of Broadcasters represents radio and television broadcasters across the U.S. state of Michigan. It gives out yearly awards to both of these categories, including ""Lifetime Achievement"",[1] ""Hall of Fame"",[2] and ""Broadcast Excellence Awards.""[3]
",Home - MichMAB : MichMAB,[MABpassword@michmab.com]
http://www.panewsmedia.org,Media,"The Pennsylvania NewsMedia Association is a trade group serving newspapers in Pennsylvania.[1] The PNA seeks to ""advance the business interests of Pennsylvania news media companies"" and protect the ""free and independent press.""[2] It represents Pennsylvania newsmedia interests in the legislature, provides public educational services, and acts as an information clearinghouse.[1]
",Pennsylvania NewsMedia Association,[]
http://www.gha.org,Other,"The Georgia Hospital Association (GHA) is a non-profit trade association of 174 hospital and health system members. GHA was established in 1929 and provides education, research and risk management services to its members. It also represents and advocates health policy issues benefiting Georgia's citizens before the state legislature and U.S. Congress as well as before regulatory bodies. GHA is headquartered near Atlanta in Marietta, GA. GHA is an allied member of the American Hospital Association. [1]",Georgia Hospital Association > Home,[]
http://www.usda.gov,Other,"The Southern United States Trade Association (SUSTA) is one of four non-profit State Regional Trade Groups (SRTG) that help small U.S. companies build global businesses. This is achieved through various programs designed to educate companies on exporting fundamentals as well as assist them in identifying prospective distributors and additional business opportunities overseas.[1]
",USDA,[feedback@oc.usda.gov]
http://www.tlw.org,Other,"The Tavern League of Wisconsin (TLW) is a trade association of alcoholic beverage retailers in the state of Wisconsin. The League was created in 1935, two years after the end of Prohibition, and today has 5,000 members. The League is headquartered in Fitchburg, Wisconsin.[1]",2015 Home Page | TLW,[]
http://www.tscra.org,Other,"Texas and Southwestern Cattle Raisers Association, Inc., is an organization established in 1877 by forty Texas cattlemen for the purpose of combating unbridled livestock theft. The association headquarters is located in Fort Worth.",Home – Texas and Southwestern Cattle Raisers,"[tscra@tscra.org, TSCRA@TSCRA.ORG]"
http://www.nam.org,Manufacturing,"The National Association of Manufacturers (NAM) is an advocacy group headquartered in Washington, D.C., United States, with 10 additional offices across the country. It is the nation's largest manufacturing industrial trade association, representing 11,000 small and large manufacturing companies in every industrial sector and in all 50 states.[1]
",NAM - National Association of Manufacturers - Manufacturing Association,[manufacturing@nam.org]
http://institute.nam.org,Manufacturing,"The National Association of Manufacturers (NAM) is an advocacy group headquartered in Washington, D.C., United States, with 10 additional offices across the country. It is the nation's largest manufacturing industrial trade association, representing 11,000 small and large manufacturing companies in every industrial sector and in all 50 states.[1]
",Home - The Manufacturing Institute,[]
http://www.sme.org,Manufacturing,"SME (previously the Society of Manufacturing Engineers) is a non-profit student and professional association for educating and advancing the manufacturing industry in North America.[1][2][3]
",SME - Home,[]
http://fmanet.org,Manufacturing,"
","Fabricators & Manufacturers Association, Int'l","[info@fmanet.org?subj, nr@context]"
http://www.acfchefs.org,Hospitality,The American Culinary Federation (ACF) was established in 1929 and is the largest professional chefs' organization in North America.,American Culinary Federation,[helpdesk@acfchefs.net]
http://www.nrf.com,Hospitality,"The National Retail Federation (NRF) is the world's largest retail trade association.[1]  Its members include department stores, specialty, discount, catalog, Internet, and independent retailers, chain restaurants, and grocery stores. Members also include businesses that provide goods and services to retailers, such as vendors and technology providers. NRF represents an industry that contains over 1.6 million U.S. retail establishments with more than 24 million employees and (2005) sales of $4.4 trillion. NRF is also an umbrella group that represents more than 100 associations of state, national and international retailers.
",National Retail Federation | Home,[]
http://www.ahlei.org,Hospitality,"The American Hotel & Lodging Educational Institute (AHLEI) is a nonprofit member benefit of the American Hotel and Lodging Association. Established in 1953, it provides hospitality education, training and professional certification that serves the needs of hospitality schools and industries worldwide.
",American Hotel & Lodging Educational Institute,[]
http://www.restaurant.org,Hospitality,"The National Restaurant Association is a restaurant industry business association in the United States, representing more than 380,000 restaurant locations.[1] It also operates the National Restaurant Association Educational Foundation.[1] The association was founded in 1919 and is headquartered in Washington, DC.[1]",Home | National Restaurant Association,[]
http://www.associationforum.org,"Advertising, business, marketing","Association management is a field of management which focuses on the management of associations. There are more than 25,000 national associations and 65,000 local, state or regional associations in the United States. These organizations employ more than 500,000 professionals.",Home - Association Forum,[surveys@hrsource.org]
http://www.asaecenter.org,"Advertising, business, marketing","Association management is a field of management which focuses on the management of associations. There are more than 25,000 national associations and 65,000 local, state or regional associations in the United States. These organizations employ more than 500,000 professionals.",Welcome to ASAE — American Society of Association Executives,[]
http://www.csae.com,"Advertising, business, marketing","Association management is a field of management which focuses on the management of associations. There are more than 25,000 national associations and 65,000 local, state or regional associations in the United States. These organizations employ more than 500,000 professionals.",CSAE | SCDA Canadian Society of Association Executives Home,[]
http://www.caionline.org,"Advertising, business, marketing","A condominium, often shortened to condo, is a type of real estate divided into several units that are each separately owned, surrounded by common areas jointly owned.
",Home,[]
http://www.aapor.org,"Advertising, business, marketing","The American Association for Public Opinion Research (AAPOR) is a professional organization of more than 2,000 public opinion and survey research professionals in the United States and from around the world, with members from academia, media, government, the non-profit sector and private industry. AAPOR publishes three academic journals:  Public Opinion Quarterly, Survey Practice and the Journal for Survey Statistics and Methodology. It holds an annual research conference and maintains a ""Code of Professional Ethics and Practices"", for survey research which all members agree to follow.
",Home - AAPOR,[info@aapor.org]
http://www.esomar.org,"Advertising, business, marketing","ESOMAR (formerly known as The European Society for Opinion and Market Research) is a membership organization representing the interests of the data, research and insights profession at an international level.","ESOMAR - Global voice of the data, research and insights community","[Global+voice+of+the+data%2C+research+and+insights+community%20https%3A%2F%2Fwww.esomar.org%2F%20by%20@ESOMAR, info@esomar.org]"
http://www.steelmarketupdate.com,Energy,"Sheet metal is metal formed by an industrial process into thin, flat pieces. Sheet metal is one of the fundamental forms used in metalworking and it can be cut and bent into a variety of shapes. Countless everyday objects are fabricated from sheet metal. Thicknesses can vary significantly; extremely thin sheets are considered foil or leaf, and pieces thicker than 6 mm (0.25 in) are considered plate.
","Steel Prices, News, & Analysis - Steel Market Update",[]
http://www.iso.org,Energy,"Pressurisation duct work is a passive fire protection system. It is used to supply fresh air to any area of refuge, designated emergency evacuation or egress route.
",ISO - International Organization for Standardization,"[webmaster@iso.org?subj, copyright@iso.org]"
http://www.firestop.org,Energy,"Pressurisation duct work is a passive fire protection system. It is used to supply fresh air to any area of refuge, designated emergency evacuation or egress route.
",International Firestop Council - International Firestop Council,[info@firestop.org]
http://www.wisegeek.org,Energy,"Smoke exhaust ductwork, in Europe, is typically protected via passive fire protection means, subject to fire testing (typically to NBN EN 1366-8) and listing and approval use and compliance. It is used to remove smoke from buildings, ships or offshore structures to enable emergency evacuation as well as improved firefighting. In North America, fireproofed ductwork may be used for the purpose of smoke exhaust, but it is more common to use unfireproofed return air ductwork, whereby no fire testing or listings are employed to qualify the ductwork for this use. Evidence of this North American practice can be found in the 2010 National Building Code of Canada, 3.2.8.8. Mechanical Exhaust System, as well as Sections 909.16.2 and 910 of the 2015 International Building Code.",wiseGEEK: clear answers for common questions,[]
http://arccorp.com,Entertainment and leisure,"The Airlines Reporting Corporation (ARC) is a company which provides ticket transaction settlement services between airlines and travel agencies (both traditional and online) and the travel management companies that sell their products in the United States. ARC, which is owned by nine major airlines, also offers its transactional data within various industries, including financial. In 2015, ARC processed more than $88 billion[1] worth of transactions for its customers.
",Airlines Reporting Corporation,[]
http://www.tdf.org,Entertainment and leisure,"The TKTS ticket booths in New York City and London sell Broadway and Off-Broadway shows, music, and dance events and West End theatre tickets, respectively, at discounts of 20–50% off the face value.","Discount Tickets for Broadway, Off-Broadway and off-Off Broadway Shows | Theatre Development Fund – TDF",[]
http://www.pgms.org,Entertainment and leisure,"The Professional Grounds Management Society (PGMS) is an individual membership society of grounds professionals advancing the grounds management profession through education and professional development in the United States.
",PGMS,[info@pgms.org]
http://www.usitt.org,Entertainment and leisure,"DMX512 (Digital Multiplex) is a standard for digital communication networks that are commonly used to control stage lighting and effects. It was originally intended as a standardized method for controlling light dimmers, which, prior to DMX512, had employed various incompatible proprietary protocols. It soon became the primary method for linking controllers (such as a lighting console) to dimmers and special effects devices such as fog machines and intelligent lights. DMX has also expanded to uses in non-theatrical interior and architectural lighting, at scales ranging from strings of Christmas lights to electronic billboards. DMX can now be used to control almost anything, reflecting its popularity in theaters and venues.
",USITT- A Lifetime of Learning | USITT,[]
http://www.nafcu.org,"Financial, insurance","The National Association of Federally-Insured Credit Unions (NAFCU) is a U.S. trade organization representing the nation's federally-insured credit unions. The NAFCU hosts conferences,[1] publishes original research on issues relating to the credit union industry,[2] and provides testimony before the United States Congress on issues relating to credit unions and the financial services industry.[3]",Homepage | NAFCU,[]
https://www.federalregister.gov,"Financial, insurance","The National Credit Union Administration (NCUA) is the independent federal agency created by the United States Congress to regulate, charter, and supervise federal credit unions. With the backing of the full faith and credit of the U.S. government, NCUA operates and manages the National Credit Union Share Insurance Fund, insuring the deposits of more than 111 million account holders in all federal credit unions and the overwhelming majority of state-chartered credit unions. As of  September 2016[update], there were 5,573 federally insured credit unions, with assets totaling more than $1.38 trillion, and net loans of $957.3 billion .[4]
","Federal Register       ::       Home - Monday, July 16th",[]
https://fia.org,"Financial, insurance","Securities market participants in the United States include corporations and governments issuing securities, persons and corporations buying and selling a security, the broker-dealers and exchanges which facilitate such trading, banks which safe keep assets, and regulators who monitor the markets' activities.  Investors buy and sell through broker-dealers and have their assets retained by either their executing broker-dealer,  a custodian bank or a prime broker. These transactions take place in the environment of equity and equity options exchanges, regulated by the U.S. Securities and Exchange Commission (SEC), or derivative exchanges, regulated by the Commodity Futures Trading Commission (CFTC). For transactions involving stocks and bonds, transfer agents assure that the ownership in each transaction is properly assigned to and held on behalf of each investor.
",FIA | FIA,"[info@fia.org, fiaasia@fia.org, username@example.com]"
http://www.aafm.us,"Financial, insurance","
",The GAFM Global Academy of Finance and Management -  Certified Management Consulting Certified Finanical AFA Accredited Financial Analyst Certification - AMA Accredited Management Accountant - MMC Master Management Consultant Chartered Economist - The GAFM Global Academy of Finance and Management Â® -  Certified Financial AFA Accredited Financial Analyst  Â®  Planner Certification - AMA Accredited Management Accountant  Â® - MMC Master Management Consultant Â® Chartered Economist,[info@gafm.org]
http://chicagofed.org,"Financial, insurance","A financial market is a market in which people trade financial securities and derivatives such as futures and options at low transaction costs. Securities include stocks and bonds, and  precious metals.
",Federal Reserve Bank of Chicago - Federal Reserve Bank of Chicago,[]
http://businessroundtable.org,"Financial, insurance",The Business Roundtable (BRT) is a politically conservative group of chief executive officers of major U.S. corporations formed to promote pro-business public policy.[1][2][3][4],Business Roundtable |,"[info@brt.org, mhall@brt.org, nr@context, rfarrell@brt.org]"
http://www.airmic.com,"Financial, insurance","Airmic (the Association of Insurance and Risk Managers in Industry and Commerce; formerly the Association of Insurance and Risk Managers) is a UK-based association and representative body. Established in 1963, it exists to promote the interests of corporate insurance buyers and those involved in Enterprise Risk Management, and to encourage best practice. It is run as a not-for-profit company limited by guarantee, governed by a Board of Directors elected from members with support from a full-time London-based secretariat.",Airmic | Together Leading in Risk,[]
http://www.prmia.org,"Financial, insurance","
",Home,[]
http://boston.com,Food,"The Boston Globe (sometimes abbreviated as The Globe) is an American daily newspaper founded and based in Boston, Massachusetts, since its creation by Charles H. Taylor in 1872. The newspaper has won a total of 26 Pulitzer Prizes as of 2016, and with a total paid circulation of 245,824 from September 2015 to August 2016,[3] it is the 25th most read newspaper in the United States. The Boston Globe is the oldest and largest daily newspaper in Boston.[4]
","Local Boston breaking news, sports, weather and events | Boston.com","[cropped-Bug-Logo@2x-32x32.png, cropped-Bug-Logo@2x-270x270.png, cropped-Bug-Logo@2x-192x192.png, example@boston.com, cropped-Bug-Logo@2x-180x180.png]"
http://www.radiantprofessionalsalliance.org,Construction,"Designated as an American National Standard, the Uniform Solar Energy and Hydronics Code [1] (USEHC) is a model code developed by the International Association of Plumbing and Mechanical Officials (IAPMO) to govern the installation and inspection of solar energy and hydronic heating/cooling systems as a means of promoting the public's health, safety and welfare.",Welcome to the Radiant Professionals Alliance,[]
http://www.iccsafe.org,Construction,"Building officials of developed countries are generally the jurisdictional administrator of building and construction codes, engineering calculation supervision, permits, facilities management, and accepted construction procedures.
",ICC | International Code Council,"[nr@seenError, nr@context, nr@wrapped, nr@original]"
http://www.steeluniversity.org,Industry,"World Steel Association, often abbreviated as worldsteel, is the international trade body for the iron and steel industry. The association represents over 160 steel producers (including 9 of the world's 10 largest steel companies), national and regional steel industry associations and steel research institutes. World Steel Association members represent around 85% of world steel production.
",steeluniversity - Learning for the steel industry,[ajax-loader@2x.gif]
