Candidate Organization Link,Industry,Industry Group Description,Industry Group Wiki Page,duplicate,Candidate Organization Name,Candidate Front Page Info,Contact Information
http://www.dtvnow.org,Media,"The Community Broadcasters Association (CBA) was a trade organization representing low-power broadcasting interests, including LPTV and Class A television stations, in the United States of America. It ceased operations in 2009.[1]",https://en.wikipedia.org/wiki/Community_Broadcasters_Association,FALSE,Dtvnow,"niurong Dtvnow What is Android TV Media PremiumWP The benefits of Point of Sale (POS) system Ways to take full advantage of the effectiveness of Anti-virus WordPress July 24, 2017 complimentary",[]
http://www.evangelicalpress.com,Media,"The Evangelical Press Association is a professional association serving the Christian periodical publishing industry, including magazines, newspapers, newsletters, and content-rich websites. Its members produce some 200 periodical titles with a combined circulation of over 15 million.[1] EPA is a religious and educational non-profit corporation under the laws of the state of California. It is managed by an executive director, who is responsible to a board of six directors. [2]
",https://en.wikipedia.org/wiki/Evangelical_Press_Association,FALSE,Evangelical Press Association,"Campus – Digital $265.00 - Circulation 25,001 to 50,000 Devotional – Digital Contest Publishing Professionals from EPA to Speak at Magazine Publishing Institute in Nairobi Continue Reading LinkedIn Newspaper – Digital Devotional – Print About EPA Campus – Print Denominational – Print Archives Convention Member Forum 1-888-311-1731 EPA-ACP to Host Regional Seminars on Content Strategy and Writing Bob Terry Honored for Fifty Years of Service Organizational – Digital Jobs Organizational – Print Newsletter Email – Digital View All ACN Newspaper – Print Sponsors Newsletter – Print $140.00 - Regional Christian newspaper Join EPA Youth – Print Members Former Executive Director Ron Wilson Remembered Online Professional Development: The Editor as Leader General – Digital Christian Ministry – Digital Twiiter General – Print Denominational – Digital Facebook $310.00 - Circulation 50,001 to 100,000 Christian Ministry – Print Login $220.00 - Circulation 10,001 to 25,000 Newspaper – Print Create an Account $75.00  - Print publication member website Member Update Missionary – Digital Youth – Digital Evangelical Press Association Make a Payment $70.00  - Student-run campus publication Subscribe $175.00 - Circulation of 10,000 or less Learn More $365.00 - Circulation over 100,000 Home Contact Us Missions – Print $150.00 - On-line publication (Web site, e-zine, blog, etc.)",[]
http://ibpa-online.org,Media,"The Independent Book Publishers Association (IBPA) is a not-for-profit membership organization serving the independent publishing community through advocacy and education. With nearly 3,000 members, IBPA is the largest publishing trade association in the United States.[1] IBPA programs and publications include the Benjamin Franklin Awards,[2] Publishing University, [3] and the monthly Independent Magazine. IBPA was founded in 1983[2] as the Publishers Association of Southern California (PASCAL).[4] It later became the Publishers Marketing Association (PMA).[4] It adopted its present name in 2008.[2]",https://en.wikipedia.org/wiki/Independent_Book_Publishers_Association,FALSE,Independent Book Publishers Association,"IBPA Member Directory (Current Members Only) Member Benefits Writers' Conferences IBPA Supplier & Services Discovery Database St. Louis Publishers Association ""The Ins and Outs of Amazon"" and ""Getting Books Into Book Stores"" IBPA Independent Magazine Resources General Member Directory Member Directory (Current Members Only) Article Archive Library Market E-Blasts Editorial Advisory Committee News NetGalley Program Video Reviews Join Now (New Members Only) Affiliate Events Register Media Outreach Program Booksellers Self-Published Authors Archived Webinars (Current Members Only) Romance Writers of America (RWA) Annual Conference IBPA Benjamin Franklin Book Award Ceremony IBPA Report from BookExpo/BookCon 2018 IBPA Board Meetings IBPA Member News Office Staff Educational Events For Award Consideration IBPA Association News IBPA Bookstore All Things Amazon Idea Box (Current Members Only) Proud Member Logos Frankfurt Book Fair Trade Show News Member Benefits Committee Board of Directors More Contact Us Forgot your password? Bookstore Catalog IBPA Publishing University IBPA Honors Outgoing Board Members Committees IBPA Independent Advocacy Committee Industry Standards Checklist INSTRUCTIONAL VIDEOS IBPA Online Webinars PubU Online: How to Think Like a Producer and Interview Like a Star info@IBPA-online.org Learn More Member Testimonials Bylaws Affiliate Association Leaders Advertising Options Sign In Testimonials Events Store Cooperative Advertising Renew (Current & Expired Members) Full Article Distributors & Wholesalers Membership For Donors BookExpo/BookCon Young Professionals List of Benefits more General Q&A (previously ""Ask the Experts Online"") Benefits Executive Committee Supplier & Services Discovery Database Legal Discussion Forums (Current Members Only) IBPA Member Spotlight: Mark Diehl History ""Ask an IBPA Board Member"" Mission, Vision, Values Culture Future Publishers YourMembership Benjamin Franklin Awards Investment Committee Trade Shows & Book Fairs IBPA Committee Meetings For Publishers Haven't registered yet? For Publisher Partners Regional Publisher Associations Tweets by ibpa About Trade Shows Trade Associations Publishers & Writers of San Diego (PWSD) ""The Tao of Book Publicity"" IBPA Member Spotlight: The Ella Riley Group Hybrid Publisher Criteria ALA Annual Conference Industry News Book Award News","[nr@original, info@ibpa-online.org, nr@seenError, info@IBPA-online.org, nr@context, nr@wrapped]"
http://ibpabenjaminfranklinawards.com,Media,"The Independent Book Publishers Association (IBPA) is a not-for-profit membership organization serving the independent publishing community through advocacy and education. With nearly 3,000 members, IBPA is the largest publishing trade association in the United States.[1] IBPA programs and publications include the Benjamin Franklin Awards,[2] Publishing University, [3] and the monthly Independent Magazine. IBPA was founded in 1983[2] as the Publishers Association of Southern California (PASCAL).[4] It later became the Publishers Marketing Association (PMA).[4] It adopted its present name in 2008.[2]",https://en.wikipedia.org/wiki/Independent_Book_Publishers_Association,FALSE,IBPA Benjamin Franklin Awards | Annual Book Awards Program,2014 IBPA BFA Winners Winners Entry Form Flickr Call for Judges 29th Annual Benjamin Franklin Awards Ceremony Photo Album Philosophy Fees/Guidelines 2017 IBPA BFA Winners Photos IBPA Publishing University Facebook 27th Annual Benjamin Franklin Awards Ceremony Photo Album BROCHURE & LABEL Call for Entries Photos from the 2016 ceremony Categories 2015 IBPA BFA Winners Photos from the 2017 ceremony here 3Oth Annual Benjamin Franklin Awards Ceremony Photo Album Industry Standards Checklist for a Professionally Published Book 2018 IBPA BFA Winners Independent Book Publishers Association History Photos from the 2015 ceremony 31st annual call for entries ENTRY LABEL terry@ibpa-online.org Enter Now! Twitter Linkedin Eligibility/Deadlines 2016 IBPA BFA Winners 28th Annual Benjamin Franklin Awards Ceremony Photo Album Home Previous Winners ANNOUNCING THE 30TH ANNUAL IBPA BENJAMIN FRANKLIN AWARD™ WINNERS!,"[info@IBPA-online.org, 43822981@N02/sets, terry@ibpa-online.org]"
http://www.ifta-online.org,Media,"The Independent Film & Television Alliance (IFTA) is the trade association that represents companies that finance, produce and license independent film and television programming worldwide. The association is headquartered in Los Angeles, but has a global membership and wide scope of services and advocacy. Its roster of 150 member companies in 23 countries include independent production and distribution companies, sales agents, television companies, studio-affiliated companies and financial institutions. IFTA members create more than 500 independent films and countless hours of TV programming each year generating a revenue of $4 billion annually.",https://en.wikipedia.org/wiki/Independent_Film_%26_Television_Alliance,FALSE,Independent Film & Television Alliance | The Voice for Independents,Application Sample Notice of Arbitration IFTA Deal Memo MILA (5th Edition) The Film Catalogue IFTA Collections 2014 Box Office Reports Demand to Bar Visit AmericanFilmMarket.com FAQs Sales Agency Guide/Model Agreements IFTA in the News 2012 Box Office Reports Archives Internet Standard Terms Publication Order Form | IFTA Member Member Directory Rules for International Arbitration Forgot your password? Board of Directors More Member Advantage IFTA Arbitration 2016 Box Office Reports Request new password Independent Box Office 2018 Box Office Reports Sitemap Membership Press Releases Resources Brochure News AFM IFTA Renews Contracts of Top Executives Jean Prewitt & Jonathan Wolf How to File a Claim Sample Arbitration Clauses About Recent Awards IFTA Practical Guide to Copyright Protection 2017 Box Office Reports Privacy Policy Recent Filings & Updates Agreement to Use IFTA Arbitration Services 2015 Box Office Reports Terms of Use Intellectual Property Rights & Anti-Piracy Panel of Arbitrators Inquiry Form Arbitration FAQ's IFTA Publications What is an Independent? Market Access & Trade Barriers International Schedule of Territories Producers Resources 2013 Box Office Reports Publication Order Form | Non IFTA Member Media Consolidation What is IFTA? Members' Section Contact Schedule of Fees Pre-Arbitration Settlement Procedure 'Sicario: Day of the Soldado' Takes #1 at Weekend Box Office Contact Us International Schedule of Definitions Issues Staff,[infocus@ifta-online.org?subj]
http://www.inlandpress.org,Media,"The Inland Press Association is a not-for-profit organization based in Des Plaines, Illinois with more than 1,000 daily and weekly newspaper members in all 50 U.S. states as well as Canada and Bermuda.[citation needed] Inland is owned by its member newspapers and operated by a volunteer board with a small professional staff in Des Plaines. Inland describes its principal mission as providing services to the performance of its member newspapers and to promote the newspaper industry at large. 
",https://en.wikipedia.org/wiki/Inland_Press_Association,FALSE,Home | Inland Press Association,"More than 11,000 protest newsprint tariffs in STOPP petition Executive Voices CNHI, a community newspaper powerhouse, is up for sale About Read more Research Lee Enterprises will manage BH Media newspaper, digital operations in 30 markets Free Google Certification Research Brochure Family Conference Real, Reputable, Trusted. Your News Media Publisher Benchmarks Post a Job With Lee management deal, Terry Kroeger is stepping down Paxton Media Group expands its Arkansas holdings with Batesville Daily Guard purchase Jobs Inland Press Association HR Services Mission One: Revenue Conference Inland Research Annual Meeting Membership learn more Virtual HR Conference News contact us Selling our unique strength: Audience. The special selling advantage of niche and special sections Associate Member Marketplace Spreading the word about damaging newsprint tariffs Who Can Attend? Google certification Join Webinars Membership Brochures Long treks rewarded at M1: Revenue View all news Tweets by inlandpress Log in Executive Voices 2.0 Read the Inlander online Sign Up Now Solutions for Success View all jobs Inland Fellows Program 847-795-0380 Conferences Membership Benefits NICS Employee Engagement Surveys Post a job Wick Communications sells Half Moon Bay Review in California Mission One: Revenue generates actionable ideas for enthusiastic participants Audience Development & Circulation Management Conference Job Board VIEW ALL STORIES IN THIS ISSUE Ad Director/ Publisher Adams Publishing acquires Sun Coast Media Linage Contests The Summer so far: Board Meeting; Farewell to Amy Glennon; Annual Meeting",[inland@inlandpress.org?subj]
http://www.stm-assoc.org,Media,"The International Association of Scientific, Technical and Medical Publishers, known for short by the initials for the last part of its name, STM, is an international trade association organised and run for the benefit of scholarly, scientific, technical, medical and professional publishers. It was conceived as the STM Group at the Frankfurt Book Fair of 1969 following discussions at the 1968 meeting of the International Publishers Association. It obtained its current name and was registered in Amsterdam as a not for profit ""stichting""[clarification needed] in 1994. The association currently has two offices, located in the Hague and in Oxford. As of 2015 it had over 100 members[1] who publish over 60% of the annually published journals literature and tens of thousands of monographs and references works. Since 2006 its Chief Executive Officer has been Michael Mabe.
","https://en.wikipedia.org/wiki/International_Association_of_Scientific,_Technical,_and_Medical_Publishers",FALSE,International Association of STM Publishers,"TAPAS Litigation & Settlements STM launches  TechTrends 2022  Entering the AI ERA Who's Who at STM Read a summary of the 2015 STM report, now available in Chinese symposium website. STM Week Day 3 2018 An STM Week Event 6th December 2018 RA21: Resource Access in the 21st Century Industry Survey 2014 Resources Editorial Assistant IOP Publishing - Bristol Posted on: 1st June 2018 Closing Date: 13/06/18 Infringement & Piracy HighWire and PubGrade partner to increase publisher revenues Blockchain for Research - Perspectives on a New Paradigm for Scholarly Communication Catalyst Grant of up to $30,000 / £25,000 Aref Matin Named Wiley’s Chief Technology Officer STM Week Day 3 2018 Annual General Meeting Future Lab Committee SPUR Infosolutions World Politics Review Becomes One of the First Global Publishers to use OpenAthens’ New Cloud Product Meeting our Members Members Area Research4Life Programmes A guide to STM training courses Standards Mentoring Scheme Read the press release here. www.howcanishareit.com/shared-journey. Careers Development Kindai Kagaku Sha Co., Ltd., Privacy Statement Integration of Data and Publications SCHOLIX Power System Technology Press, IntechOpen Documents Blockchain Tech Trends 2021 Tech Trends 2022 More Jobs STM Report 2015 https://www.timeshighereducation.com/news/blockchain-could-help-combat-mistrust-scientific-process Read more and apply to participate here. Trans Tech Publications Kudos announces initial Shareable PDF results: Text and Data Mining – TDM Our Members Scholarly Kitchen Background information on working in the publishing industry, including video interviews with publishing professionals Springer Nature works with tech industry to find innovative solutions for researchers Joining STM STM 50th Anniversary Frankfurt Conference 2018 Read about the launch of STM Tech Trends 2022 STM China STM Frankfurt Conference 2017 – Presentations available BioExcel Publishing More on Tech Trends 2022 Journal of Zhejiang University here ConTech 2018 – Conference chairs to meet to finalise this year’s programme. Partner Organisations Contact More News STM North America Advanced course in journal publishing – Asia 2019 Clarivate Analytics and REDIB Launch Ibero-American Journal Rankings, Revealing the Most Impactful Journals in Ibero-America Impelsys Inc. RA21 STM and ResearchGate Licensing Committee Home Committee & Sub-groups Read more here available via AAP STM Japan full Blockchain report Find out more. available to members STM’s summary post project website STM Board Elections Visit the STM North America webpage STM Digital Publishing 2018 An STM Week Event 4th December 2018 Industry Events www.howcanishareit.com About the Association Press STM Week 2018: All Events Combined Registration 4th to 6th December 2018 https://www.stm-assoc.org/about-stm/nominations/ Permissions STM 50th Anniversary Frankfurt Conference 2018  9th October 2018 Qingres Benefits of Joining Scienceroot, Past Events How Can I Share It? Job Listings Feeds STM Committees Code of Conduct Standards Manager Acoustical Society of America-ASA - Melville, New York Posted on: 14th June 2018 Closing Date: August 13, 2018 STM Board STM Imprint List Springer Nature charts rapid growth in open access articles by UK authors S&T; Various Topics Advanced course in journal publishing – Asia 2019  3rd to 6th March 2019 Macquarie University Successfully Provides Overleaf Accounts to over 40,000 Students and 3,000 Staff Atlantis Press STM Digital Publishing 2018 RA21  Resource Access  for the  21st Century SCN Article Sharing Consultation 2015 STM Affiliate Society Membership Program Useful Links Webinars & Presentations Visit our Members Area By-Laws Cookie Policy See the Tech Trends 2022 infographic Executive Committee (STEC) Industry Videos & Reports here. https://www.stm-assoc.org/about-stm/stm-board-elections/ Karger Publishers Adds Remarq Contact STM Beyond the Book podcast: STM’s Brainy Future More Events Join our mailing list Press Room A new landing page for STM’s activities in Japan Enforcement Task Force Access / Open Science More about Karen from Michael Mabe. Industry News STM Innovations Seminar 2018 STM Week 2018: All Events STM Innovations Seminar 2018 An STM Week Event 5th December 2018",[]
http://members.chello.nl,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,FALSE,"Je aanbieder voor Televisie, Internet en Bellen | Altijd verbonden | Ziggo",Interactief tv-kijken Videoland Aanbiedingen Mijn gegevens inloggen Mediabox XL installeren Zenderwijzigingen Internet Storingschecker Voor jou Administratie FOX Sports Compleet Alles-in-1 Complete Vacatures Privacy Wifi problemen oplossen Alles-in-1 vergelijken Prijsvragen Volop Bellen Zakelijk Bezoek ons Extra zenders Zelf installeren Internet Start Phishing Klantenservice Extra opties Overzicht Televisie Partnerprogramma Film1 Pakketten Televisie Cookies Ziggosport.nl Nummer blokkeren MENU Internet & wifi uitloggen Tarieven Telefoons Ziggo Mail Ziggo Zakelijk Vodafone en Ziggo Turks Entertainment Ziggo Corporate Ziggo Entertainment Ga naar vodafone.nl Overzicht Internet Wifibooster Internet & TV Facturen en betaling Storingen en problemen Televisie & Radio Ziggo Dome Alles over e-mail Meer service Digitale TV installeren Ziggo Sport Totaal Vast Bellen E-mail instellen Bellen Terug inloggegevens vergeten Meer informatie English Internet Complete Veilig internet Sim Only Products and Service Internet Max TV-zenderoverzicht Ziggo Wifispots Ziggo Sport Replay Overzicht Klantenservice Wifi optimaliseren Mijn facturen Extra Mediabox & CI+ Gay Lifestyle Mediabox Internet & TV Start Alles-in-1 Start Contact met Ziggo Hindi Overstappen Alles-in-1 Max Abonnement Extra telefoonlijn Vodafone Mobiel Storingen Alles over wifi Ziggo.nl Verhuizen Extra monteursbezoek Wifi verbeteren registreren Extra diensten Internetbeveiliging Overzicht Vodafone Mobiel Kabel TV Mijn Ziggo Installeren TV & Radio FOX Sports Eredivisie Internet & TV Complete Erotiek Dit is Ziggo Zakelijk Mobiel abonnement Wifispots Alle voorwaarden Nummerbehoud Zelf samenstellen Online tv-kijken Mijn producten Tv-signaal verbeteren Ziggo GO Daarom Vodafone Movies & Series XL Overzicht Bellen Bekijk Alles-in-1 Speedtest Non-Stop Gratis Extra's FOX Sports International Ziggo On Demand Internet & TV Max Zenderoverzicht Mobiel Movies & Series CI+ module Alles over mobiel Internet & TV vergelijken Netflix Overzicht Pakketten Meer info Privé TV Start Disclaimer TV Complete Voetbaldagpas bestellen Alles over je factuur Ziggo Community Alles-in-1 Mediabox XL Mediaboxen,[]
http://mppda.flinders.edu.au,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,FALSE,MPPDA Digital Archive - Home,Allied States Copyright MPPDA Fred W. Beetson Mr Charles C. Pettijohn Mr Will H. Hays Record ID: #7 Franklin H. Martin MPPDA Digital Archive Records Log In News Disclaimer Acknowledgement Register Metro-Goldwyn Harry  Warner Record ID: #15 History Advanced Record Search About Us Universal Citation Home Contact Us American Mercury,[]
http://www.filmsonsuper8.com,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,FALSE,Films On Super 8 : FilmsOnSuper8 AUSTRALIA website pages 2018 : JANUARY 2018 until DECEMBER 2018 :,HyperBanner Counter PLEASE CLICK HERE for the easy to use AustralianDollars calculation page FastCounter by bcentral Films On Super 8 CATALOG 2018 ::: JUST NINE PAGES ::: READY TO PRINT UPDATED CATALOGUE 2018 FilmsOnSuper8 www.PayPal.com Collectors original CASTLE FILMS boxes ::: see our new online web page NEW!  Woody Woodpecker movies in original CASTLE FILMS boxes - Click Here  for the PDF Adobe Reader download page Click Here for the Mail Order Page Click Here for our entry in the Australian White Pages Telephone Directory Mail Order Purchase Form Films On Super 8 CATALOG 2018 ::: VIEWER with FIVE PAGES ::: = BROWSER READY TO VIEW VERSION = UPDATED CATALOGUE 2018 FilmsOnSuper8 Collectors original CASTLE FILMS boxes - see our new web page Link to FILMS ON SUPER 8 web-pages for Woody Woodpecker Cartoons in original CASTLE FILMS boxes Click Here to Print This Page Films on Super 8 PLEASE CLICK HERE for the easy to print version of this   Mail   Order   Purchase   Form feed  wap  mobile,[]
http://www.mpaa.org,Media,"The Motion Picture Association of America (MPAA) is an American trade association representing the six major film studios of Hollywood. Founded in 1922 as the Motion Picture Producers and Distributors of America (MPPDA), its original goal was to ensure the viability of the American film industry. In addition, the MPAA established guidelines for film content which resulted in the creation of the Production Code in 1930. This code, also known as the Hays Code, was replaced by a voluntary film rating system in 1968, which is managed by the Classification and Rating Administration (CARA).
",https://en.wikipedia.org/wiki/Motion_Picture_Association_of_America,FALSE,[],,[]
http://www.glga.info,Media,"Printing Industries of America is a nonprofit trade association which advocates for the United States printing industry. 
",https://en.wikipedia.org/wiki/Printing_Industries_of_America,FALSE,[],[],[]
https://www.producersguild.org,Media,"The Producers Guild of America (PGA) is a trade association representing television producers, film producers and New Media producers in the United States.[1] The PGA's membership includes over 7,000 members of the producing establishment worldwide. Its co-presidents are Gary Lucchesi and Lori McCreary.[2] The PGA is overseen by a National Board of Directors. Vance Van Petten has served as the organization's National Executive Director since 2000.
",https://en.wikipedia.org/wiki/Producers_Guild_of_America,FALSE,Producers Guild of America,"job board PGA Policy Manual Sponsors hollywood reporter Featured Stories Member Search Become a Member PGA Green Production Guide surfing-waves.com News Current Issue Programs Register Join Now Magazine Jobs Board Storytelling with Stock Media: The Power of Archival committees exclusive videos The Producers Mark the wrap creative handbook Active Committees Contact Us ""Produced By"" Credit councils content archive Legal Why You Should Join Member Resource Library International global media center for social impact Make Your Mark Competition Produced By Conference Post a Job Mentoring Members PGA Newsletter Register as an Employer deadline hollywood PGA Safety Initiative PGA West Mentoring Sign In news Anti-Sexual Harassment Guidelines Employment Rights of the Producing Team Short-Form Television Screener Information Ms. Factor Toolkit General Credit Guidelines Privacy Policy screener info Membership Requirements Home Calendar Theatrical widget @ Member Central la 411 forums Forgot your password? PGA East Mentoring PGA Logo Policy Awards New Media Long-Form Television more Find Jobs Guild Produced By Magazine Benefits la times O-1/O-2 Advisory Opinion Letters Non-Fiction Television Officers, Board & Staff upcoming events History Join The Guild Videos YouTube Channel PGA Network Sign In/Sign Out YourMembership Archive PGA Awards Dues Payment Info Video Exclusives Search Membership FAQ For Employers diversity Haven't registered yet? variety FAQ Credits Studio System About the PGA Debra Hill Fellowship Subscribe & Advertise Terms of Use Mentoring Shadow Program Power of Diversity Producing Workshop Episodic Television Executive Producer Credit youtube green Producers Code of Credits movie city news","[nr@seenError, nr@context, nr@wrapped, nr@original]"
http://riaa.com,Media,"
",https://en.wikipedia.org/wiki/Recording_Industry_Association_of_America,FALSE,403 Forbidden,,[]
http://www.sagindie.org,Media,"The Screen Actors Guild (SAG) was an American labor union which represented over 100,000 film and television principal and background performers worldwide. On March 30, 2012, the union leadership announced that the SAG membership voted to merge with the American Federation of Television and Radio Artists (AFTRA) to create SAG-AFTRA.[2]
",https://en.wikipedia.org/wiki/Screen_Actors_Guild,FALSE,"SAGindie - Independent Film Production Information, Resources and Events",Who We Are Learn more about the Signatory Process Resources Tumblr FAQ SAGindie Staff read more Facebook Contact SAGindie About SAGindie RSVP » This Week’s Good Reads (Week of July 9) Home indieBlog Become a Signatory Instagram Twitter State Production Resources SAGindie Newsletter Subscription Connect Tweets by @sagindie SAGindie Workshops Start the signatory process » Festivals RSS Contract Downloads,[]
http://www.sag.org,Media,"The Screen Actors Guild (SAG) was an American labor union which represented over 100,000 film and television principal and background performers worldwide. On March 30, 2012, the union leadership announced that the SAG membership voted to merge with the American Federation of Television and Radio Artists (AFTRA) to create SAG-AFTRA.[2]
",https://en.wikipedia.org/wiki/Screen_Actors_Guild,FALSE,[],,[]
http://newdeal.feri.org,Media,"The Screen Actors Guild (SAG) was an American labor union which represented over 100,000 film and television principal and background performers worldwide. On March 30, 2012, the union leadership announced that the SAG membership voted to merge with the American Federation of Television and Radio Artists (AFTRA) to create SAG-AFTRA.[2]
",https://en.wikipedia.org/wiki/Screen_Actors_Guild,FALSE,[],[],[]
http://www.aabb.org,"Medicine, medical devices, pharmaceuticals and environment","AABB (formerly known as the American Association of Blood Banks) is an international, not-for-profit association representing individuals and institutions involved in the fields of transfusion medicine and cellular therapies. The association works to improve health through the development and delivery of standards, accreditation and educational programs that focus on optimizing patient and donor care and safety. 
",https://en.wikipedia.org/wiki/AABB,FALSE,Home,"Renew My Membership Standards Portal Comments Research Event 3 Longer Title Calendar of Events eCasts Site Contents ISBT 128 Compliance Audit Tool For Use With CT Products Red Blood Cell Transfusion: A Clinical Practice Guideline From the AABB video presentation Apply for a 2019 NBF Scientific Research Grant National Blood Exchange AABB Hemovigilance Transfusion Journal Standards for a Patient Blood Management Program, 2nd edition 2018 AABB Future Leader Scholarship Awards Program Log In eLearning Emerging Infectious Disease Agents resources International Cord Blood Symposium Meeting Summary between AABB and the European Commission (DG SANTE B4) AABB Patient Blood Management page Register Stop the Bleed AABB’s Choosing Wisely Statement Gene Therapy for Severe Combined Immunodeficiency Syndrome (SCID) (#18EL-348) Regulatory/Government Affairs Expiration Date of a Unit Standards & Accreditation Statements ‭(Hidden)‬ AABB Community Privacy Statement Accreditation Member Tools Accredited Facilities Human Platelet Lysate Project 2018 AABB Early Career Scholarship Awards Program Contact Us Education Billing and Reimbursement Initiatives Immunohematology Boot Camp: Rh (#18EL-346) Nominees for the 2018-19 AABB Board of Directors AABB Professional Engagement Program (PEP) Immunohematology Boot Camp: Duffy (#18EL-352) ​ Give Blood AABB 2018 Advocacy Agenda QC Conundrums in the Blood Bank (#18EL-370) Tubeless Blood Bank: Tech Savor or Work Generator (Perils of Automation) (#18EL-364) RecentCurrently selected Association Bulletins Join AABB CellSource Cellular Therapies Certificate Program Become an Assessor Blood Donation Information PBM Certification Bundle Analysis of FDA Guidance, Revised Recommendations for Reducing the Risk of Zika Virus Transmission by Blood and Blood Components; Guidance for Industry – July 2018 Standards Setting Regulatory Affairs AABB Weekly Report Join Group O Policy Association Bulletin #18-01 - Association Bulletin Listings Youtube AABB News Blood FAQ Cord Blood - Where Are We 30 Years On? (Anniversary of the First Transplant (1988)) (#18EL-360) Programs & Services Order Now CareerLink Advertise HOT TOPIC: Challenges and Solutions to Implementation of Licensed PI for Platelets (#18EL-350) AABB Transfusion Safety and PBM Subsection Global Services AABB News Flash: FDA Releases Revised Final Guidance on Zika Virus Testing White Papers Métodos para Tipificación Molecular de los Genes HLA (#18EL-365) Transfusion Medicine Learn More UnCommon Good Program Terms of Use FDA Third-Party Review Professional Development Standards and Accreditation FAQs Ads AABB/The Joint Commission PBM Certification Consulting Services Footer Navigation Member Resources Transfusion News Team Sites White Paper -  Building a Better Patient Blood Management Program Specialist in Blood Bank Technology Events My Account pbm@aabb.org Patient Blood Management Affiliated Accrediting Organizations Access CE/CME Programs Transfusion Statement on Iron Management in Blood Donors AABB Twitter Chat - “Physician Onboarding: What's PBM Got To Do With It?” Membership APEC Blood Supply Chain Partnership Training Network Warnings Regarding Synthetic Marijuana Use by Plasma and Blood Donors Press Transfusion Medicine Section AABB Future Leader Scholarship Awards Find a DNA Lab Cellular Therapies Section AABB Calendar Immunohematology Boot Camp: Nonspecific Agglutination (#18EL-361) AABB HUB Professional Tools and Projects Facebook LinkedIn Read about what happened in Anaheim Governance and Policies Accreditation Program Overview Marketplace Twitter Patient Blood Management Certification: “We’re Certifiable” AABB Twitter Chat Series Hemovigilance 2018 Center for Biologics Evaluation and Research Science Symposium Patient blood management in cardiac surgery results in fewer transfusions and better outcome (doi/10.1111/trf.12946) (early view) Donor History Questionnaires Cellular Therapies Proficiency Testing Programs Joint Comments to FDA on “Revised Recommendations for Reducing the Risk of Zika Virus Transmission by Blood and Blood Components Guidance for Industry” Access Transfusion National Blood Foundation Regulatory and Public Meetings Disaster Response Membership Directory Clinical Resources Consumer Information Become Accredited Correspondence Circular of Information for the Use of Human Blood and Blood Components Tweets by @AABB Suppliers Guide HomeCurrently selected Become an AABB Accredited Facility (or add a new activity) Annual Meeting AABB Annual Meeting Corporate Supporters AABB Center for Patient Safety Advocacy AABB HUB The Evolving Paradigm of Patient Blood Management Experience the New AABB Accreditation Portal AABB Center for Cellular Therapies Publications FDA ZIKV Screening Guidance Update to Donor History Questionnaire for HPC and Cord Blood Recommended Change to 29th Ed. BBTS Standards am17feedback Event 2 Event 1 About AABB",[pbm@aabb.org]
